Reporting Area,MMWR Year,MMWR Week,"Rabies, Animal, Current week","Rabies, Animal, Current week, flag","Rabies, Animal, Previous 52 weeks Max†","Rabies, Animal, Previous 52 weeks Max†, flag","Rabies, Animal, Cum 2019†","Rabies, Animal, Cum 2019†, flag","Rabies, Animal, Cum 2018†","Rabies, Animal, Cum 2018†, flag","Rabies, Human, Current week","Rabies, Human, Current week, flag","Rabies, Human, Previous 52 weeks Max†","Rabies, Human, Previous 52 weeks Max†, flag","Rabies, Human, Cum 2019†","Rabies, Human, Cum 2019†, flag","Rabies, Human, Cum 2018†","Rabies, Human, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
MARYLAND,2019,46,,-,9,,112,,243,,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20194633
NORTH CAROLINA,2019,46,3,,15,,287,,278,,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20194634
SOUTH CAROLINA,2019,46,,N,,NC,,N,,N,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20194635
VIRGINIA,2019,46,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20194636
WEST VIRGINIA,2019,46,,-,5,,50,,27,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20194637
EAST SOUTH CENTRAL,2019,46,,-,7,,60,,75,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20194638
ALABAMA,2019,46,,-,4,,43,,53,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20194639
KENTUCKY,2019,46,,-,5,,14,,17,,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20194640
MISSISSIPPI,2019,46,,-,1,,3,,5,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20194641
TENNESSEE,2019,46,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20194642
WEST SOUTH CENTRAL,2019,46,1,,29,,490,,687,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20194643
ARKANSAS,2019,46,1,,7,,25,,28,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20194644
LOUISIANA,2019,46,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20194645
OKLAHOMA,2019,46,,-,7,,23,,24,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20194646
TEXAS,2019,46,,-,29,,442,,635,,,-,0,,,-,,-,"TEXAS
(31.447238, -99.317341)",,20194647
MOUNTAIN,2019,46,,-,6,,56,,86,,,-,0,,,-,1,,,MOUNTAIN,20194648
ARIZONA,2019,46,,N,,NC,,N,,N,,-,0,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20194649
COLORADO,2019,46,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20194650
IDAHO,2019,46,,-,0,,,-,12,,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20194651
MONTANA,2019,46,,-,4,,16,,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20194652
NEVADA,2019,46,,-,1,,5,,11,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20194653
NEW MEXICO,2019,46,,-,3,,21,,15,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20194654
UTAH,2019,46,,-,3,,11,,14,,,-,0,,,-,1,,"UTAH
(39.323779, -111.678222)",,20194655
WYOMING,2019,46,,-,2,,3,,34,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20194656
ALASKA,2019,46,,-,2,,7,,8,,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20194658
CALIFORNIA,2019,46,,-,12,,207,,165,,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",,20194659
HAWAII,2019,46,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20194660
OREGON,2019,46,,-,1,,2,,15,,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",,20194661
WASHINGTON,2019,46,,-,40,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20194662
US TERRITORIES,2019,46,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20194663
AMERICAN SAMOA,2019,46,,U,,NC,,U,,U,,-,0,,,-,,-,,AMERICAN SAMOA,20194664
NORTHERN MARIANA ISLANDS,2019,46,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20194665
GUAM,2019,46,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20194666
PUERTO RICO,2019,46,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20194667
U.S. VIRGIN ISLANDS,2019,46,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20194668
NON-US RESIDENTS,2019,46,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20194669
TOTAL,2019,46,31,,80,,2254,,2729,,,-,0,,,-,3,,,TOTAL,20194670
US RESIDENTS,2019,47,11,,80,,2273,,2742,,,-,0,,,-,3,,,US RESIDENTS,20194701
NEW ENGLAND,2019,47,1,,9,,141,,172,,,-,0,,,-,,-,,NEW ENGLAND,20194702
CONNECTICUT,2019,47,,-,2,,8,,40,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20194703
MAINE,2019,47,1,,6,,80,,68,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20194704
MASSACHUSETTS,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20194705
NEW HAMPSHIRE,2019,47,,-,3,,18,,26,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20194706
RHODE ISLAND,2019,47,,-,6,,22,,19,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20194707
VERMONT,2019,47,,-,3,,13,,19,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20194708
MIDDLE ATLANTIC,2019,47,8,,27,,514,,578,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20194709
NEW JERSEY,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20194710
NEW YORK,2019,47,8,,27,,514,,565,,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20194711
NEW YORK CITY,2019,47,,-,1,,,-,13,,,-,0,,,-,,-,,NEW YORK CITY,20194712
PENNSYLVANIA,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20194713
EAST NORTH CENTRAL,2019,47,1,,12,,146,,205,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20194714
ILLINOIS,2019,47,,-,7,,54,,83,,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20194715
INDIANA,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20194716
MICHIGAN,2019,47,,-,6,,49,,72,,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20194717
OHIO,2019,47,1,,4,,43,,50,,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20194718
WISCONSIN,2019,47,,N,,NC,,N,,N,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20194719
WEST NORTH CENTRAL,2019,47,,-,7,,88,,85,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20194720
IOWA,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20194721
KANSAS,2019,47,,-,3,,29,,29,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20194722
MINNESOTA,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20194723
MISSOURI,2019,47,,-,4,,23,,19,,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20194724
NEBRASKA,2019,47,,-,3,,20,,22,,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20194725
NORTH DAKOTA,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20194726
SOUTH DAKOTA,2019,47,,-,4,,16,,15,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20194727
SOUTH ATLANTIC,2019,47,,-,68,,560,,662,,,-,0,,,-,2,,,SOUTH ATLANTIC,20194728
DELAWARE,2019,47,,-,0,,,-,,-,,-,0,,,-,1,,"DELAWARE
(38.994926, -75.452394)",,20194729
DISTRICT OF COLUMBIA,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20194730
FLORIDA,2019,47,,-,62,,111,,111,,,-,0,,,-,1,,"FLORIDA
(28.260731, -82.420978)",,20194731
GEORGIA,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20194732
MARYLAND,2019,47,,-,9,,112,,246,,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20194733
NORTH CAROLINA,2019,47,,-,15,,287,,278,,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20194734
SOUTH CAROLINA,2019,47,,N,,NC,,N,,N,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20194735
VIRGINIA,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20194736
WEST VIRGINIA,2019,47,,-,5,,50,,27,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20194737
EAST SOUTH CENTRAL,2019,47,,-,7,,60,,75,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20194738
ALABAMA,2019,47,,-,4,,43,,53,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20194739
KENTUCKY,2019,47,,-,5,,14,,17,,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20194740
MISSISSIPPI,2019,47,,-,1,,3,,5,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20194741
TENNESSEE,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20194742
WEST SOUTH CENTRAL,2019,47,,-,29,,489,,689,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20194743
ARKANSAS,2019,47,,-,7,,25,,28,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20194744
LOUISIANA,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20194745
OKLAHOMA,2019,47,,-,6,,23,,24,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20194746
TEXAS,2019,47,,-,29,,441,,637,,,-,0,,,-,,-,"TEXAS
(31.447238, -99.317341)",,20194747
MOUNTAIN,2019,47,1,,6,,59,,86,,,-,0,,,-,1,,,MOUNTAIN,20194748
ARIZONA,2019,47,,N,,NC,,N,,N,,-,0,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20194749
COLORADO,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20194750
IDAHO,2019,47,,-,0,,,-,12,,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20194751
MONTANA,2019,47,1,,4,,18,,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20194752
NEVADA,2019,47,,-,1,,5,,11,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20194753
NEW MEXICO,2019,47,,-,3,,21,,15,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20194754
UTAH,2019,47,,-,3,,11,,14,,,-,0,,,-,1,,"UTAH
(39.323779, -111.678222)",,20194755
WYOMING,2019,47,,-,2,,4,,34,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20194756
PACIFIC,2019,47,,-,40,,216,,190,,,-,0,,,-,,-,,PACIFIC,20194757
ALASKA,2019,47,,-,2,,7,,8,,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20194758
CALIFORNIA,2019,47,,-,12,,207,,167,,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",,20194759
HAWAII,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20194760
OREGON,2019,47,,-,1,,2,,15,,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",,20194761
WASHINGTON,2019,47,,-,40,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20194762
US TERRITORIES,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20194763
AMERICAN SAMOA,2019,47,,U,,NC,,U,,U,,-,0,,,-,,-,,AMERICAN SAMOA,20194764
NORTHERN MARIANA ISLANDS,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20194765
GUAM,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20194766
PUERTO RICO,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20194767
U.S. VIRGIN ISLANDS,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20194768
NON-US RESIDENTS,2019,47,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20194769
TOTAL,2019,47,11,,80,,2273,,2742,,,-,0,,,-,3,,,TOTAL,20194770
US RESIDENTS,2019,48,11,,80,,2285,,2776,,,-,0,,,-,3,,,US RESIDENTS,20194801
NEW ENGLAND,2019,48,1,,9,,142,,177,,,-,0,,,-,,-,,NEW ENGLAND,20194802
CONNECTICUT,2019,48,,-,2,,8,,40,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20194803
MAINE,2019,48,,-,6,,80,,72,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20194804
MASSACHUSETTS,2019,48,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20194805
NEW HAMPSHIRE,2019,48,1,,3,,19,,27,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20194806
RHODE ISLAND,2019,48,,-,6,,22,,19,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20194807
VERMONT,2019,48,,-,3,,13,,19,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20194808
MIDDLE ATLANTIC,2019,48,4,,27,,518,,585,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20194809
NEW JERSEY,2019,48,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20194810
NEW YORK,2019,48,4,,27,,518,,572,,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20194811
NEW YORK CITY,2019,48,,-,1,,,-,13,,,-,0,,,-,,-,,NEW YORK CITY,20194812
PENNSYLVANIA,2019,48,,-,0,,,-,,-,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20194813
EAST NORTH CENTRAL,2019,48,,-,12,,146,,205,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20194814
ILLINOIS,2019,48,,-,7,,54,,83,,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20194815
INDIANA,2019,48,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20194816
MICHIGAN,2019,48,,-,6,,49,,72,,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20194817
OHIO,2019,48,,-,4,,43,,50,,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20194818
WISCONSIN,2019,48,,N,,NC,,N,,N,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20194819
WEST NORTH CENTRAL,2019,48,1,,7,,89,,85,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20194820
IOWA,2019,48,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20194821
KANSAS,2019,48,,-,3,,29,,29,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20194822
MINNESOTA,2019,48,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20194823
MISSOURI,2019,48,1,,4,,24,,19,,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20194824
NEBRASKA,2019,48,,-,3,,20,,22,,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20194825
NORTH DAKOTA,2019,48,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20194826
SOUTH DAKOTA,2019,48,,-,4,,16,,15,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20194827
SOUTH ATLANTIC,2019,48,4,,68,,565,,675,,,-,0,,,-,2,,,SOUTH ATLANTIC,20194828
DELAWARE,2019,48,,-,0,,,-,,-,,-,0,,,-,1,,"DELAWARE
(38.994926, -75.452394)",,20194829
DISTRICT OF COLUMBIA,2019,48,,-,0,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20194830
FLORIDA,2019,48,,-,62,,112,,111,,,-,0,,,-,1,,"FLORIDA
(28.260731, -82.420978)",,20194831
GEORGIA,2019,48,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20194832
MARYLAND,2019,48,,-,9,,112,,252,,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20194833
NORTH CAROLINA,2019,48,4,,15,,291,,284,,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20194834
SOUTH CAROLINA,2019,48,,N,,NC,,N,,N,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20194835
VIRGINIA,2019,48,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20194836
WEST VIRGINIA,2019,48,,-,5,,50,,28,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20194837
EAST SOUTH CENTRAL,2019,48,,-,7,,60,,75,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20194838
ALABAMA,2019,48,,-,4,,43,,53,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20194839
KENTUCKY,2019,48,,-,5,,14,,17,,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20194840
MISSISSIPPI,2019,48,,-,1,,3,,5,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20194841
TENNESSEE,2019,48,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20194842
WEST SOUTH CENTRAL,2019,48,,-,29,,489,,695,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20194843
ARKANSAS,2019,48,,-,7,,25,,28,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20194844
LOUISIANA,2019,48,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20194845
OKLAHOMA,2019,48,,-,6,,23,,24,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20194846
TEXAS,2019,48,,-,29,,441,,643,,,-,0,,,-,,-,"TEXAS
(31.447238, -99.317341)",,20194847
MOUNTAIN,2019,48,1,,6,,60,,86,,,-,0,,,-,1,,,MOUNTAIN,20194848
ARIZONA,2019,48,,N,,NC,,N,,N,,-,0,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20194849
COLORADO,2019,48,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20194850
IDAHO,2019,48,,-,0,,,-,12,,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20194851
MONTANA,2019,48,,-,4,,18,,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20194852
NEVADA,2019,48,,-,1,,5,,11,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20194853
NEW MEXICO,2019,48,1,,3,,22,,15,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20194854
UTAH,2019,48,,-,3,,11,,14,,,-,0,,,-,1,,"UTAH
(39.323779, -111.678222)",,20194855
WYOMING,2019,48,,-,2,,4,,34,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20194856
PACIFIC,2019,48,,-,40,,216,,193,,,-,0,,,-,,-,,PACIFIC,20194857
ALASKA,2019,48,,-,2,,7,,8,,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20194858
CALIFORNIA,2019,48,,-,12,,207,,170,,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",,20194859
HAWAII,2019,48,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20194860
OREGON,2019,48,,-,1,,2,,15,,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",,20194861
WASHINGTON,2019,48,,-,40,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20194862
US TERRITORIES,2019,48,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20194863
AMERICAN SAMOA,2019,48,,U,,NC,,U,,U,,-,0,,,-,,-,,AMERICAN SAMOA,20194864
NORTHERN MARIANA ISLANDS,2019,48,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20194865
GUAM,2019,48,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20194866
PUERTO RICO,2019,48,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20194867
U.S. VIRGIN ISLANDS,2019,48,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20194868
NON-US RESIDENTS,2019,48,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20194869
TOTAL,2019,48,11,,80,,2285,,2776,,,-,0,,,-,3,,,TOTAL,20194870
US RESIDENTS,2019,49,11,,80,,2305,,2809,,,-,0,,,-,3,,,US RESIDENTS,20194901
NEW ENGLAND,2019,49,1,,9,,144,,181,,,-,0,,,-,,-,,NEW ENGLAND,20194902
CONNECTICUT,2019,49,,-,2,,8,,40,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20194903
MAINE,2019,49,1,,6,,82,,75,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20194904
MASSACHUSETTS,2019,49,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20194905
NEW HAMPSHIRE,2019,49,,-,3,,19,,28,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20194906
RHODE ISLAND,2019,49,,-,6,,22,,19,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20194907
VERMONT,2019,49,,-,3,,13,,19,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20194908
MIDDLE ATLANTIC,2019,49,6,,27,,524,,590,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20194909
NEW JERSEY,2019,49,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20194910
NEW YORK,2019,49,6,,27,,524,,576,,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20194911
NEW YORK CITY,2019,49,,-,1,,,-,14,,,-,0,,,-,,-,,NEW YORK CITY,20194912
PENNSYLVANIA,2019,49,,-,0,,,-,,-,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20194913
EAST NORTH CENTRAL,2019,49,,-,12,,147,,207,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20194914
ILLINOIS,2019,49,,-,7,,54,,83,,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20194915
INDIANA,2019,49,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20194916
MICHIGAN,2019,49,,-,6,,50,,73,,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20194917
OHIO,2019,49,,-,4,,43,,51,,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20194918
WISCONSIN,2019,49,,N,,NC,,N,,N,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20194919
WEST NORTH CENTRAL,2019,49,1,,7,,90,,85,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20194920
IOWA,2019,49,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20194921
KANSAS,2019,49,,-,3,,29,,29,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20194922
MINNESOTA,2019,49,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20194923
MISSOURI,2019,49,,-,4,,24,,19,,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20194924
NEBRASKA,2019,49,1,,3,,21,,22,,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20194925
NORTH DAKOTA,2019,49,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20194926
SOUTH DAKOTA,2019,49,,-,4,,16,,15,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20194927
SOUTH ATLANTIC,2019,49,3,,68,,573,,679,,,-,0,,,-,2,,,SOUTH ATLANTIC,20194928
DELAWARE,2019,49,,-,0,,,-,,-,,-,0,,,-,1,,"DELAWARE
(38.994926, -75.452394)",,20194929
DISTRICT OF COLUMBIA,2019,49,,-,0,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20194930
FLORIDA,2019,49,,-,62,,116,,111,,,-,0,,,-,1,,"FLORIDA
(28.260731, -82.420978)",,20194931
GEORGIA,2019,49,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20194932
MARYLAND,2019,49,,-,9,,112,,254,,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20194933
NORTH CAROLINA,2019,49,3,,15,,294,,286,,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20194934
SOUTH CAROLINA,2019,49,,N,,NC,,N,,N,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20194935
VIRGINIA,2019,49,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20194936
WEST VIRGINIA,2019,49,,-,5,,51,,28,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20194937
EAST SOUTH CENTRAL,2019,49,,-,7,,60,,75,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20194938
ALABAMA,2019,49,,-,4,,43,,53,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20194939
